CUSIP,ticker,ENV_con_B,ENV_con_X,COM_str_B,COM_con_B,EMP_str_C,EMP_str_D,EMP_con_A,EMP_con_C,DIV_str_E,DIV_str_X,DIV_con_A,PRO_str_A,PRO_con_D,PRO_con_E,CGOV_con_X,COM_str_H,CGOV_con_K,EMP_str_I,EMP_str_J,EMP_str_K,CGOV_str_G,CGOV_str_H,CGOV_con_L,CGOV_con_M,YEAR
44615010,HBAN,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
42235N10,HPY,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
45082810,IBKC,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
45920010,IBM,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
46146L10,ISBC,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
46625H10,JPM,,0,,0,1,1,0,,,,0,R,0,0,0,0,1,,,,R,1,1,1,2015
49326710,KEY,,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
14313010,KMX,,0,,0,0,1,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2015
55264U10,MBFI,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
60935Y20,MGI,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
61744644,MS,,0,,0,1,0,0,,,,1,R,0,0,0,0,0,,,,R,1,1,1,2015
55261F10,MTB,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
63938C10,NAVI,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
63530910,NCMI,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
64031N10,NNI,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
63861C10,NSM,,0,,0,R,0,0,,,,0,R,0,0,0,0,1,,,,R,0,0,0,2015
66585910,NTRS,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2015
62944T10,NVR,,0,,0,R,R,0,,,,0,0,0,0,0,0,0,,,,0,R,0,0,2015
67574630,OCN,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
68003310,ONB,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
74360610,PB,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
71270410,PBCT,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
69332020,PHH,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,1,R,0,0,2015
69347510,PNC,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
69354N10,PRAA,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
70450Y10,PYPL,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
7591EP10,RF,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
80851310,SCHW,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
78442P10,SLM,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
87161C50,SNV,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
86791410,STI,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
87165B10,SYF,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
88033G40,THC,,0,,0,R,R,0,,,,0,1,0,0,0,0,0,,,,1,R,0,1,2015
89840210,TRMK,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
90297330,USB,,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
91979410,VLY,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
93317W10,WAC,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2015
93882410,WAFD,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
94789010,WBS,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
94974610,WFC,,0,,0,1,0,0,,,,0,R,0,1,0,0,0,,,,0,1,0,1,2015
98141910,WRLD,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
95980210,WU,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2015
98970110,ZION,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
