ppid,brand,stars,category
P382309,Hourglass,4.3248,Makeup:Face:Highlighter
P387591,Too Faced,4.4142,Makeup:Face:Foundation
P398819,Tria,1.0,Skincare:Eye Care:Eye Creams & Treatments
P405130,Clinique,3.9434,Makeup:Lip:Lip Balm & Treatment
P136216,Sephora Collection,4.3698,Tools & Brushes:Accessories:Tweezers & Eyebrow Tools
P374552,Sephora Collection,4.2332,Makeup:Eye:False Eyelashes
P384693,Sephora Collection,4.3231,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P398848,Tom Ford,4.4755,Fragrance:Women:Perfume
P418803,Kat Von D,4.7222,Makeup:Lip:Lip Sets
P380616,Viktor & Rolf,4.6111,Fragrance:Women:Lotions & Oils
P380805,Josie Maran,4.396,Skincare:Moisturizers:Face Oils
P417229,Jo Malone London,0.0,Fragrance:Candles & Home Scents
P379417,Marc Jacobs Beauty,3.6522,Makeup:Brushes & Applicators:Face Brushes
P398019,Sephora Collection,3.5549,Makeup:Cheek:Blush
P384059,Anastasia Beverly Hills,4.7462,Makeup:Brushes & Applicators:Eye Brushes
P409080,Sephora Collection,4.7,Tools & Brushes:Makeup Brushes & Applicators:Lip Brushes
P382393,Make Up For Ever,4.7143,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P375720,Clean,4.1809,Fragrance:Women:Perfume
P386377,Peter Thomas Roth,4.0234,Skincare:Masks:Face Masks
P416359,Benefit Cosmetics,3.6,Makeup:Lip:Lipstick
P382587,Make Up For Ever,4.2102,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners
P400016,Nudestix,3.75,Makeup:Eye:Eyebrow
P417944,Rms Beauty,4.6667,Makeup:Face:Highlighter
P109959,Laura Mercier,4.2969,Makeup:Brushes & Applicators:Face Brushes
P380590,Issey Miyake,4.0,Fragrance:Men:Bath & Shower
P395411,Clean,0.0,Fragrance:Men:Bath & Shower
P384954,Kat Von D,4.301,Makeup:Lip:Lipstick
P379556,Sephora Collection,4.2281,Makeup:Brushes & Applicators:Sponges & Applicators
P122641,Clinique,4.4925,Fragrance:Women:Perfume
P404310,Clean,4.3226,Fragrance:Women:Perfume
P417344,Natasha Denona,0.0,Makeup:Lip:Lipstick
P409955,Urban Decay,4.3766,Makeup:Eye:Eye Palettes
P404296,Miu Miu,4.0,Fragrance:Women:Bath & Shower
P392853,Urban Decay,3.8806,Makeup:Face:Foundation
P385111,Sephora Collection,4.1154,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P397617,Yves Saint Laurent,4.1804,Makeup:Face:Face Primer
P409765,Cover Fx,4.468,Makeup:Face:Highlighter
P418382,Jo Malone London,0.0,Fragrance:Women:Bath & Shower
P395385,Klorane,4.2778,Hair:Shampoo & Conditioner:Dry Shampoo
P398339,Sephora Collection,3.35,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P398755,Reverie,4.0769,Hair:Shampoo & Conditioner:Conditioner
P273801,Lancôme,4.2566,Makeup:Face:Foundation
P416422,Deborah Lippmann,4.6667,Makeup:Nail:Nail Sets
P393103,Sephora Collection,4.2143,Hair:Hair Tools:Hair Accessories
P286608,Givenchy,4.1892,Makeup:Face:Highlighter
P408219,Benefit Cosmetics,4.2179,Makeup:Eye:Eyebrow
P38262,Philosophy,4.5229,Fragrance:Women:Perfume
P393809,Shiseido,4.1875,Makeup:Face:Face Primer
P398803,Marc Jacobs Beauty,3.75,Makeup:Face:Foundation
P401820,Marc Jacobs Fragrances,4.5,Fragrance:Women:Bath & Shower
P78834,Nars,4.48,Makeup:Lip:Lipstick
P269020,Stila,4.6739,Makeup:Brushes & Applicators:Face Brushes
P126301,Clinique,4.654,Skincare:Cleansers:Face Wash & Cleansers
P380550,Paco Rabanne,5.0,Fragrance:Men:Body Sprays & Deodorant
P407044,Madam C.J. Walker Beauty Culture,4.2222,Hair:Shampoo & Conditioner:Conditioner
P124001,Lancôme,4.128,Skincare:Moisturizers:Moisturizers
P390422,Bobbi Brown,4.5833,Makeup:Eye:Eyebrow
P407050,Madam C.J. Walker Beauty Culture,3.3226,Hair:Hair Styling & Treatments:Hair Styling Products
P387599,Clinique,3.8824,Makeup:Lip:Lip Balm & Treatment
P398663,Stila,4.4286,Makeup:Brushes & Applicators:Eye Brushes
P405137,Bareminerals,4.5745,Skincare:Cleansers:Face Wash & Cleansers
P409030,Sephora Collection,3.6667,Makeup:Eye:Eye Primer
P410219,Sachajuan,5.0,Hair:Shampoo & Conditioner:Conditioner
P382354,Dr. Jart+,4.6142,Skincare:Moisturizers:Moisturizers
P414677,Sephora Collection,5.0,Makeup:Brushes & Applicators:Eye Brushes
P417148,Stellar,4.0,Makeup:Cheek:Blush
P398372,Smashbox,3.7664,Makeup:Eye:Eyebrow
P416217,Cover Fx,4.8519,Makeup:Face:Setting Spray & Powder
P388695,Christian Louboutin,3.8276,Makeup:Nail:Nail Polish
P109911,Laura Mercier,4.1774,Makeup:Face:Setting Spray & Powder
P417988,Sephora Collection,4.5556,Makeup:Cheek:Blush
P406600,The Estée Edit,4.1839,Skincare:Moisturizers:Moisturizers
P382936,Becca,3.6423,Makeup:Brushes & Applicators:Face Brushes
P384632,Bobbi Brown,4.1176,Makeup:Lip:Lipstick
P392437,Kat Von D,3.6756,Makeup:Face:Face Primer
P411840,Ciaté London,3.3158,Makeup:Lip:Lip Plumper
P407377,Surratt Beauty,4.027,Makeup:Face:Foundation
P374933,Too Faced,4.3483,Makeup:Lip:Lipstick
P407051,Madam C.J. Walker Beauty Culture,2.9,Hair:Hair Styling & Treatments:Hair Styling Products
P393266,Sephora Collection,3.4361,Makeup:Face:Contour
P419414,Nest,0.0,Fragrance:Candles & Home Scents
P418550,Nest,0.0,Fragrance:Women:Lotions & Oils
P41391,Donna Karan,4.5935,Fragrance:Women:Perfume
P392431,Laura Mercier,3.8477,Makeup:Lip:Lipstick
P417209,Jo Malone London,0.0,Fragrance:Women:Bath & Shower
P405202,Amazing Cosmetics,3.9213,Makeup:Face:Color Correct
P410208,Verb,4.6667,Hair:Shampoo & Conditioner:Conditioner
P377678,Acqua Di Parma,4.1333,Fragrance:Men:Cologne
P415312,Sephora Collection,3.8,Makeup:Face:Highlighter
P418591,Urban Decay,4.8333,Makeup:Eye:Eye Primer
P405083,Yves Saint Laurent,3.5467,Makeup:Face:Foundation
P405909,Atelier Cologne,4.3871,Fragrance:Women:Perfume
P375987,Becca,4.4531,Makeup:Face:Highlighter
P377296,Sephora Collection,4.1062,Makeup:Eye:Eyeshadow
P394810,Surratt Beauty,4.2857,Makeup:Brushes & Applicators:Eye Brushes
P392347,Smashbox,4.0894,Skincare:Moisturizers:Mists & Essences
P398627,Bareminerals,3.7258,Makeup:Face:Concealer
P411394,It Cosmetics,4.7,Makeup:Brushes & Applicators:Face Brushes
P386617,Sephora Collection,3.1156,Makeup:Eye:Eyeliner
P380565,Clinique,5.0,Fragrance:Women:Bath & Shower
P220111,Lancôme,3.7514,Makeup:Eye:Mascara
P280421,Sephora Collection,4.5478,Makeup:Brushes & Applicators:Brush Sets
P380552,Giorgio Armani Beauty,5.0,Fragrance:Men:Bath & Shower
P403805,Stila,3.2775,Makeup:Face:Foundation
P409243,Benefit Cosmetics,3.9687,Makeup:Eye:Eyebrow
P262038,Sephora Collection,,
P410774,Hourglass,3.6839,Makeup:Cheek:Cheek Palettes
P405531,Sephora Collection,4.4727,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P377464,Marc Jacobs Fragrances,4.8846,Fragrance:Women:Rollerballs & Travel Size
P416929,Guerlain,0.0,Fragrance:Women:Bath & Shower
P418825,Deborah Lippmann,0.0,Makeup:Nail:Nail Sets
P385023,Lancôme,3.844,Skincare:Treatments:Face Serums
P404796,Milk Makeup,3.6087,Makeup:Face:Highlighter
P412085,Moroccanoil,4.4167,Hair:Shampoo & Conditioner:Shampoo
P410840,Make Up For Ever,3.5714,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P381702,Dior,3.8077,Makeup:Face:Face Primer
P410500,Too Faced,3.5624,Makeup:Eye:Under-Eye Concealer
P417850,Yves Saint Laurent,4.2187,Makeup:Lip:Lipstick
P260311,Smashbox,4.3051,Makeup:Eye:Eyebrow
P292005,Nails Inc.,4.5451,Makeup:Nail:Nail Polish
P401771,Urban Decay,3.146,Makeup:Eye:Eyeliner
P411895,Show Beauty,0.0,Hair:Shampoo & Conditioner:Shampoo
P302923,Nars,4.4027,Makeup:Face:Tinted Moisturizer
P404722,Laura Mercier,4.5119,Makeup:Lip:Lipstick
P398021,Sephora Collection,4.0203,Makeup:Cheek:Blush
P415651,Rms Beauty,4.1429,Makeup:Face:Setting Spray & Powder
P378007,Peter Thomas Roth,4.1667,Hair:Shampoo & Conditioner:Shampoo
P384708,Tria,3.8,Skincare:High Tech Tools:Anti-Aging
P397613,Bobbi Brown,4.4841,Makeup:Lip:Lip Balm & Treatment
P400892,Black Up,3.6,Makeup:Eye:Eyeliner
P417644,Benefit Cosmetics,3.8571,Makeup:Face:Highlighter
P397407,Sephora Collection,4.5452,Makeup:Accessories:Makeup Removers
P406043,Sephora Collection,4.7609,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P237120,Lavanila,3.7723,Bath & Body:Body Care:Deodorant & Antiperspirant
P285151,Alterna Haircare,3.8876,Hair:Shampoo & Conditioner:Conditioner
P400919,Black Up,3.6667,Skincare:Cleansers:Face Wash & Cleansers
P54438,Lancôme,,
P280568,Bumble And Bumble,4.2708,Hair:Shampoo & Conditioner:Shampoo
P230701,Tweezerman,3.918,Tools & Brushes:Accessories:Eyelash Curlers
P407479,Blendsmart,4.1717,Makeup:Brushes & Applicators:Brush Sets
P399740,Lancer,4.3636,Skincare:Cleansers:Face Wash & Cleansers
P419272,Pretty Vulgar,0.0,Makeup:Eye:Eyeliner
P379534,Sephora Collection,3.5986,Makeup:Brushes & Applicators:Eye Brushes
P418329,Yves Saint Laurent,2.75,Makeup:Face:Highlighter
P399743,Lancer,4.6316,Skincare:Moisturizers:Moisturizers
P213011,Fresh,4.5419,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P387073,Fresh,3.8462,Hair:Shampoo & Conditioner:Conditioner
P415920,Buxom,4.4167,Makeup:Lip:Lip Liner
P386845,Living Proof,4.0769,Hair:Hair Styling & Treatments:Hair Styling Products
P378167,Drybar,3.8571,Hair:Hair Tools:Hair Brushes & Combs
P409983,Tarte,4.1489,Makeup:Makeup Palettes
P393306,Guerlain,4.193,Makeup:Face:Setting Spray & Powder
P270543,Bobbi Brown,4.1553,Skincare:Moisturizers:Moisturizers
P392915,Sephora Collection,4.5,Makeup:Brushes & Applicators:Brush Sets
P404312,Clean,4.2222,Fragrance:Women:Perfume
P270707,Living Proof,4.3283,Hair:Shampoo & Conditioner:Conditioner
P313041,Sephora Collection,,
P398321,Make Up For Ever,3.7792,Makeup:Face:Foundation
P399335,Drybar,4.4179,Hair:Shampoo & Conditioner:Shampoo
P397115,Klorane,3.6667,Hair:Shampoo & Conditioner:Shampoo
P410200,Ouai,4.5,Hair:Shampoo & Conditioner:Conditioner
P413175,Benefit Cosmetics,3.1471,Makeup:Lip:Lip Sets
P407921,Kevyn Aucoin,4.3333,Makeup:Cheek:Bronzer
P393666,Chloé,2.3333,Fragrance:Women:Lotions & Oils
P405144,Bareminerals,4.7097,Skincare:Moisturizers:Moisturizers
P388708,Clinique,4.2273,Skincare:High Tech Tools:Cleansing
P416413,Smashbox,4.3227,Makeup:Lip:Lipstick
P392018,Too Faced,3.3689,Makeup:Eye:Mascara
P403322,Sephora Collection,4.3684,Makeup:Lip:Lip Balm & Treatment
P178407,Fresh,4.2394,Fragrance:Women:Perfume
P406216,Cover Fx,3.8171,Makeup:Face:Highlighter
P408661,Sephora Collection,3.8652,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P294101,Shiseido,4.3629,Makeup:Brushes & Applicators:Face Brushes
P378310,Sachajuan,4.0,Hair:Shampoo & Conditioner:Shampoo
P401463,Christophe Robin,3.92,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
P382448,Dior,4.4286,Makeup:Lip:Lip Liner
P410810,Maison Margiela,3.7333,Fragrance:Women:Lotions & Oils
P392352,Marc Jacobs Beauty,4.5958,Makeup:Lip:Lipstick
P404229,Sephora Collection,4.7442,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P401163,T3,0.0,Hair:Hair Tools:Curling Irons
P385341,Deborah Lippmann,4.2093,Makeup:Nail:Nail Care
P404360,Clean,3.4228,Fragrance:Women:Perfume
P417149,Stellar,4.5556,Makeup:Face:Setting Spray & Powder
P404251,Bite Beauty,4.5806,Makeup:Lip:Lipstick
P408966,Dior,4.493,Makeup:Eye:Mascara
P408308,Kevyn Aucoin,4.42,Makeup:Cheek:Bronzer
P183301,Tom Ford,4.4242,Fragrance:Women:Perfume
P385368,Tom Ford,3.5,Fragrance:Women:Body Mist & Hair Mist
P419108,Yves Saint Laurent,0.0,Makeup:Face:Concealer
P419273,Pretty Vulgar,5.0,Makeup:Face:Setting Spray & Powder
P375666,Living Proof,4.2155,Hair:Hair Styling & Treatments:Hair Styling Products
P380615,Viktor & Rolf,4.0455,Fragrance:Women:Lotions & Oils
P231501,Lavanila,4.2701,Fragrance:Women:Perfume
P398613,Clinique,4.7368,Skincare:Moisturizers:Face Oils
P388952,Nudestix,4.0855,Makeup:Lip:Lipstick
P419269,Pretty Vulgar,0.0,Makeup:Eye:Mascara
P395230,Benefit Cosmetics,3.1667,Makeup:Eye:Eye Sets
P409812,Black Up,4.6667,Makeup:Face:Contour
P397107,Klorane,4.0,Hair:Shampoo & Conditioner:Leave-In Conditioner
P413669,Acqua Di Parma,4.25,Fragrance:Women:Perfume
P313034,Sephora Collection,3.9775,Makeup:Brushes & Applicators:Eye Brushes
P380631,Hermès,5.0,Fragrance:Men:Body Sprays & Deodorant
P409014,Sephora Collection,4.6667,Tools & Brushes:Accessories:Makeup & Travel Cases
P294005,Koh Gen Do,3.9391,Makeup:Face:Foundation
P395526,Sephora Collection,3.614,Makeup:Cheek:Bronzer
P296215,Mugler,4.4909,Fragrance:Women:Perfume
P403632,Sephora Collection,4.6271,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P407319,Sephora Collection,3.4706,Makeup:Accessories:Eyelash Curlers
P405519,Sephora Collection,4.8737,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P280518,Bumble And Bumble,4.1707,Hair:Shampoo & Conditioner:Conditioner
P392461,Kaplan Md,3.9375,Skincare:Lip Treatments:Lip Balms & Treatments
P392503,Living Proof,3.711,Hair:Hair Styling & Treatments:Hair Styling Products
P404479,Sephora Collection,4.1057,Makeup:Face:Color Correct
P398831,Philosophy,4.1212,Skincare:Moisturizers:Moisturizers
P210575,Hourglass,4.3523,Makeup:Face:Face Primer
P388017,Cover Fx,5.0,Makeup:Brushes & Applicators:Face Brushes
P411893,Show Beauty,4.0,Hair:Shampoo & Conditioner:Conditioner
P33801,Philosophy,4.4235,Fragrance:Women:Perfume
P419201,Blendsmart,0.0,Makeup:Brushes & Applicators:Face Brushes
P399332,Dr. Brandt Skincare,4.0426,Skincare:Moisturizers:Night Creams
P393422,Givenchy,4.3656,Makeup:Eye:Mascara
P109949,Laura Mercier,4.7241,Makeup:Brushes & Applicators:Face Brushes
P393857,Ciaté London,3.8545,Makeup:Eye:Mascara
P193231,Hourglass,4.0721,Makeup:Face:Foundation
P417212,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P377189,Make Up For Ever,4.0176,Makeup:Face:Foundation
P417934,Urban Decay,3.8462,Makeup:Lip:Lipstick
P401464,Christophe Robin,4.1667,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
P405290,Nudestix,4.3065,Makeup:Lip:Lipstick
P393014,Shiseido,4.1923,Skincare:Treatments:Face Serums
P259802,Fresh,4.6711,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P392255,Supergoop!,3.9,Skincare:Lip Treatments:Lip Balms & Treatments
P417187,Jo Malone London,5.0,Fragrance:Women:Perfume
P380562,Tocca,4.4,Fragrance:Women:Lotions & Oils
P388556,Christian Louboutin,4.303,Makeup:Nail:Nail Polish
P405529,Sephora Collection,3.5208,Tools & Brushes:High Tech Tools:Hair Removal
P419604,Becca,0.0,Makeup:Cheek:Bronzer
P401166,T3,3.0,Hair:Hair Tools:Curling Irons
P418589,Urban Decay,5.0,Makeup:Eye:Eye Primer
P391634,Skin Inc.,4.0,Skincare:Treatments:Face Serums
P0732,Guerlain,,
P415311,Sephora Collection,2.6667,Makeup:Lip:Lip Balm & Treatment
P244509,Living Proof,4.113,Hair:Shampoo & Conditioner:Shampoo
P417179,Jo Malone London,5.0,Fragrance:Women:Perfume
P405140,Bareminerals,4.36,Skincare:Cleansers:Face Wash & Cleansers
P378351,Guerlain,4.0571,Fragrance:Women:Perfume
P417228,Jo Malone London,0.0,Fragrance:Candles & Home Scents
P194400,Clinique,4.5355,Makeup:Lip:Lip Gloss
P386289,Dior,4.4576,Makeup:Nail:Gel Nails at Home
P415309,Sephora Collection,5.0,Makeup:Brushes & Applicators:Face Brushes
P381731,Yves Saint Laurent,4.2395,Makeup:Face:BB & CC Cream
P417213,Jo Malone London,5.0,Fragrance:Women:Lotions & Oils
P395389,Glo Science,3.9444,Skincare:High Tech Tools:Teeth Whitening
P391305,Viseart,3.9655,Makeup:Makeup Palettes
P398345,Sephora Collection,4.7077,Tools & Brushes:Accessories:Mirrors & Sharpeners
P377804,Mugler,4.05,Fragrance:Women:Body Mist & Hair Mist
P276318,Sephora Collection,3.9359,Makeup:Accessories:Makeup Removers
P411826,Natasha Denona,4.375,Makeup:Eye:Eye Palettes
P46531349,Tarte,,
P384046,Nuface,4.3,Skincare:High Tech Tools:Anti-Aging
P416100,Lancer,0.0,Skincare:Masks:Face Masks
P391759,Tarte,4.5146,Makeup:Eye:Eye Palettes
P392458,Kaplan Md,3.7391,Skincare:Lip Treatments:Lip Balms & Treatments
P375289,Bareminerals,3.9084,Makeup:Face:Concealer
P391635,Skin Inc.,3.6842,Skincare:Treatments:Face Serums
P391306,Viseart,4.4787,Makeup:Eye:Eye Palettes
P376533,Cover Fx,4.1306,Makeup:Face:Setting Spray & Powder
P219008,Lancôme,4.3251,Makeup:Face:Face Primer
P397383,Tarte,4.3862,Makeup:Eye:Mascara
P404294,Miu Miu,0.0,Fragrance:Women:Lotions & Oils
P122685,Clinique,4.2937,Makeup:Lip:Lipstick
P405016,Origins,3.1849,Skincare:Treatments:Face Serums
P393357,Bareminerals,3.381,Makeup:Brushes & Applicators:Face Brushes
P385778,Tom Ford,2.8,Fragrance:Men:Body Sprays & Deodorant
P389170,Sephora Collection,4.5862,Tools & Brushes:Accessories:Mirrors & Sharpeners
P392516,Benefit Cosmetics,4.0733,Makeup:Eye:Mascara
P406015,The Estée Edit,3.1538,Makeup:Eye:Eyebrow
P400889,Black Up,4.0,Makeup:Face:Foundation
P234102,Philosophy,4.6169,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P417326,Smashbox,4.1111,Skincare:Treatments:Face Serums
P417905,Tarte,4.4082,Makeup:Brushes & Applicators:Brush Sets
P395432,Michael Kors,4.2,Fragrance:Women:Rollerballs & Travel Size
P412549,Atelier Cologne,3.0,Fragrance:Women:Bath & Shower
P396409,Make Up For Ever,4.2225,Makeup:Eye:Eye Palettes
P415304,Sephora Collection,4.4,Makeup:Brushes & Applicators:Brush Sets
P415324,Sephora Collection,4.3333,Makeup:Eye:Eyebrow
P406731,Beautyblender,3.1895,Makeup:Brushes & Applicators:Sponges & Applicators
P414901,Maison Margiela,3.7778,Fragrance:Women:Perfume
P284710,Guerlain,4.4983,Makeup:Cheek:Bronzer
P387415,Algenist,4.0769,Skincare:Cleansers:Face Wash & Cleansers
P398011,Sephora Collection,3.6795,Makeup:Face:Setting Spray & Powder
P396526,Bareminerals,4.7619,Makeup:Brushes & Applicators:Face Brushes
P411392,It Cosmetics,3.4237,Makeup:Face:Setting Spray & Powder
P396912,Kate Spade New York,4.0769,Fragrance:Women:Rollerballs & Travel Size
P417143,Wander Beauty,4.25,Makeup:Face:Concealer
P295206,Benefit Cosmetics,4.2911,Makeup:Face:Highlighter
P158704,Lancôme,4.0625,Skincare:Moisturizers:Moisturizers
P408985,Kate Spade New York,0.0,Fragrance:Women:Lotions & Oils
P380598,Ralph Lauren,5.0,Fragrance:Men:Body Sprays & Deodorant
P405525,Sephora Collection,4.8318,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P419270,Pretty Vulgar,0.0,Makeup:Eye:Mascara
P417316,Too Faced,3.3045,Makeup:Face:Highlighter
P399326,Deborah Lippmann,3.403,Makeup:Nail:Nail Sets
P395337,Sephora Collection,4.8,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P377574,Dior,4.4706,Skincare:Moisturizers:Moisturizers
P417199,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P401401,Alterna Haircare,3.6111,Hair:Shampoo & Conditioner:Shampoo
P270577,Bobbi Brown,4.2917,Makeup:Brushes & Applicators:Eye Brushes
P375386,Guerlain,4.1891,Fragrance:Women:Perfume
P286029,Sephora Collection,4.3962,Makeup:Lip:Lip Balm & Treatment
P380983,Hermès,3.0,Fragrance:Women:Bath & Shower
P406733,Beautyblender,4.5479,Makeup:Brushes & Applicators:Sponges & Applicators
P405283,Klorane,4.25,Hair:Shampoo & Conditioner:Shampoo
P385455,Clearogen,3.8182,Skincare:Treatments:Blemish & Acne Treatments
P380588,Issey Miyake,3.875,Fragrance:Men:Body Sprays & Deodorant
P398775,Make Up For Ever,4.0334,Makeup:Face:Foundation
P408103,Givenchy,4.35,Makeup:Eye:Eyeliner
P313018,Sephora Collection,4.0926,Makeup:Brushes & Applicators:Face Brushes
P383334,Bobbi Brown,3.8679,Makeup:Eye:Mascara
P396601,Philosophy,4.36,Fragrance:Women:Rollerballs & Travel Size
P389226,Bareminerals,4.0993,Makeup:Face:Setting Spray & Powder
P410245,Sephora Collection,4.2727,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners
P387594,Urban Decay,4.2523,Makeup:Eye:Mascara
P404912,Amika,4.0625,Hair:Shampoo & Conditioner:Conditioner
P375384,Hourglass,3.6384,Makeup:Lip:Lipstick
P191858,Marc Jacobs Fragrances,4.5367,Fragrance:Women:Perfume
P382517,Tocca,1.0,Bath & Body:Bath & Shower:Scrub & Exfoliants
P403958,Bvlgari,4.5714,Fragrance:Women:Rollerballs & Travel Size
P406004,The Estée Edit,4.0769,Makeup:Face:Highlighter
P377485,Dolce&Gabbana,4.5714,Fragrance:Women:Rollerballs & Travel Size
P410743,Yves Saint Laurent,4.4139,Makeup:Lip:Lip Stain
P280571,Bumble And Bumble,3.7372,Hair:Shampoo & Conditioner:Conditioner
P380955,Tocca,4.125,Fragrance:Women:Bath & Shower
P415992,Urban Decay,4.0833,Makeup:Face:Face Primer
P133707,Urban Decay,4.4197,Makeup:Eye:Eyeliner
P408313,Benefit Cosmetics,4.6667,Tools & Brushes:Accessories:Mirrors & Sharpeners
P397498,Anastasia Beverly Hills,4.7073,Makeup:Eye:Eyebrow
P409078,Sephora Collection,3.1667,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P393099,Sephora Collection,4.3333,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P281835,Glo Science,4.0811,Skincare:High Tech Tools:Teeth Whitening
P385754,Tarte,3.7,Makeup:Brushes & Applicators:Face Brushes
P400556,Christian Louboutin,4.3788,Makeup:Lip:Lipstick
P283507,Benefit Cosmetics,4.0866,Skincare:Moisturizers:Moisturizers
P266811,Sephora Collection,4.4373,Makeup:Lip:Lip Gloss
P407876,Nails Inc.,2.6667,Makeup:Nail:Top & Base Coats
P408264,Supergoop!,4.0,Skincare:Lip Treatments:Lip Sunscreen
P405109,Milk Makeup,4.0435,Hair:Shampoo & Conditioner:Dry Shampoo
P378177,Drybar,3.8417,Hair:Shampoo & Conditioner:Shampoo
P403409,Sephora Collection,4.5822,Makeup:Brushes & Applicators:Brush Cleaners
P377722,Clarins,4.0039,Skincare:Treatments:Face Serums
P374936,Stila,4.2203,Makeup:Lip:Lipstick
P379415,Marc Jacobs Beauty,4.4263,Makeup:Cheek:Bronzer
P407434,Urban Decay,4.0949,Makeup:Face:Foundation
P415502,Tom Ford,3.5,Fragrance:Women:Lotions & Oils
P417649,Marc Jacobs Beauty,4.8,Makeup:Cheek:Bronzer
P375256,T3,3.0741,Hair:Hair Tools:Hair Accessories
P397868,Too Faced,3.9091,Makeup:Lip:Lipstick
P261211,Nars,4.6871,Makeup:Eye:Eye Primer
P415991,Yves Saint Laurent,4.2786,Makeup:Eye:Mascara
P410667,Stila,3.45,Makeup:Lip:Lipstick
P410499,Madison Reed,4.75,Hair:Shampoo & Conditioner:Shampoo
P397401,Sephora Collection,3.7546,Makeup:Eye:False Eyelashes
P406281,Stila,4.0957,Makeup:Face:Color Correct
P404308,Clean,4.6923,Fragrance:Women:Perfume
P412593,Sephora Collection,3.1471,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P376136,Lancôme,3.8507,Skincare:Eye Care:Eye Creams & Treatments
P403626,Sephora Collection,4.5,Tools & Brushes:Makeup Brushes & Applicators:Makeup Brush Sets
P397719,Elizabeth And James,3.6,Fragrance:Women:Lotions & Oils
P408657,Sephora Collection,2.3333,Hair:Hair Tools:Hair Accessories
P406223,Sephora Collection,3.1405,Skincare:Lip Treatments:Lip Balms & Treatments
P377218,Clinique,4.3113,Makeup:Lip:Lip Balm & Treatment
P385021,Ghd,4.7273,Hair:Hair Tools:Hair Brushes & Combs
P392129,Kat Von D,4.6048,Makeup:Face:Contour
P405041,Bareminerals,4.5726,Makeup:Cheek:Bronzer
P415222,Clean,4.6,Fragrance:Women:Perfume
P378016,Ren,4.0455,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P395768,Aerin,4.2188,Fragrance:Women:Perfume
P383179,Nuface,4.3333,Skincare:High Tech Tools:Cleansing
P191603,Smashbox,4.2584,Skincare:Treatments:Face Serums
P393723,Giorgio Armani Beauty,4.8889,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P398341,Sephora Collection,4.4,Tools & Brushes:Makeup Brushes & Applicators:Lip Brushes
P415969,Lancôme,3.6654,Makeup:Lip:Lip Gloss
P388976,Ouidad,4.4561,Hair:Shampoo & Conditioner:Shampoo
P262109,Make Up For Ever,4.3929,Makeup:Eye:Eyeshadow
P397397,Lancôme,4.16,Skincare:Cleansers:Toners
P384659,Drybar,3.7849,Hair:Shampoo & Conditioner:Shampoo
P262113,Tarte,4.5457,Makeup:Cheek:Bronzer
P378842,Bumble And Bumble,3.5148,Hair:Shampoo & Conditioner:Shampoo
P396642,Kate Spade New York,0.0,Fragrance:Women:Lotions & Oils
P416702,Viktor & Rolf,0.0,Fragrance:Women:Lotions & Oils
P386623,Sephora Collection,4.7402,Makeup:Brushes & Applicators:Face Brushes
P400915,Black Up,4.8182,Makeup:Eye:Eyebrow
P376287,Cover Fx,4.1328,Makeup:Face:Foundation
P406526,Tom Ford,4.0882,Fragrance:Women:Perfume
P392945,Algenist,3.9942,Skincare:Treatments:Face Serums
P417916,Sephora Collection,5.0,Makeup:Brushes & Applicators:Face Brushes
P405829,Giorgio Armani Beauty,3.825,Makeup:Face:Foundation
P399741,Lancer,3.5,Skincare:Cleansers:Face Wash & Cleansers
P84818,Nars,4.6,Tools & Brushes:Accessories:Mirrors & Sharpeners
P411225,Nars,4.4286,Makeup:Eye:Eyebrow
P173690,Shiseido,4.5045,Makeup:Face:Foundation
P413152,Aerin,2.5,Skincare:Cleansers:Face Wash & Cleansers
