ppid,brand,stars,category
P407637,Tarte,3.984,Makeup:Eye:Mascara
P406553,Keranique,4.3077,Hair:Shampoo & Conditioner:Conditioner
P415667,Kate Somerville,4.45,Skincare:Treatments:Blemish & Acne Treatments
P270801,Amazing Cosmetics,4.6052,Makeup:Face:Face Primer
P414902,Maison Margiela,3.5714,Fragrance:Women:Perfume
P392132,Smashbox,3.9296,Makeup:Face:Contour
P405038,Bareminerals,3.55,Makeup:Eye:Mascara
P409230,Givenchy,3.7727,Makeup:Cheek:Bronzer
P393460,Sephora Collection,3.9308,Makeup:Eye:Eyeliner
P406660,Ouai,3.8788,Hair:Shampoo & Conditioner:Conditioner
P396648,Kate Spade New York,4.7647,Fragrance:Women:Rollerballs & Travel Size
P419100,Givenchy,5.0,Makeup:Cheek:Blush
P387272,Smashbox,3.5,Makeup:Lip:Lip Liner
P219907,Versace,4.8182,Fragrance:Men:Cologne
P417352,Natasha Denona,3.5417,Makeup:Face:Foundation
P419275,Pretty Vulgar,2.0,Makeup:Lip:Lip Balm & Treatment
P406536,The Estée Edit,4.3333,Skincare:Moisturizers:Moisturizers
P392013,Tarte,4.375,Makeup:Brushes & Applicators:Eye Brushes
P398401,Bite Beauty,4.4588,Makeup:Lip:Lipstick
P157011,Philosophy,4.5159,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P404808,Milk Makeup,3.7907,Makeup:Eye:Eyeshadow
P270585,Bobbi Brown,4.6056,Makeup:Cheek:Bronzer
P399667,Bvlgari,3.3333,Fragrance:Women:Bath & Shower
P392810,Foreo,3.2745,Skincare:High Tech Tools:Teeth Whitening
P408706,Make Up For Ever,4.0,Makeup:Eye:Mascara
P387889,Sephora Collection,4.424,Makeup:Brushes & Applicators:Brush Cleaners
P398001,Sephora Collection,3.9589,Makeup:Eye:Eyeliner
P377219,Clinique,3.785,Makeup:Eye:Mascara
P410249,Bareminerals,4.2514,Makeup:Lip:Lipstick
P384402,Too Faced,4.6787,Makeup:Eye:Eye Palettes
P416416,Marc Jacobs Beauty,3.8182,Makeup:Lip:Lip Sets
P382419,Make Up For Ever,3.6154,Makeup:Brushes & Applicators:Eye Brushes
P399611,Tom Ford,3.6667,Fragrance:Men:Body Sprays & Deodorant
P277222,Urban Decay,3.9256,Makeup:Face:Setting Spray & Powder
P407483,Clinique,3.2857,Makeup:Face:Setting Spray & Powder
P405169,Benefit Cosmetics,3.0404,Makeup:Face:Face Primer
P393658,Nars,3.5138,Makeup:Face:Foundation
P386315,Drybar,3.1967,Hair:Shampoo & Conditioner:Conditioner
P381155,Sephora Collection,4.3422,Makeup:Face:Foundation
P394808,Surratt Beauty,4.5,Makeup:Brushes & Applicators:Eye Brushes
P417915,Sephora Collection,4.9167,Makeup:Brushes & Applicators:Face Brushes
P418572,Nars,5.0,Makeup:Cheek:Bronzer
P400210,Herbivore,3.8824,Skincare:Lip Treatments:Lip Balms & Treatments
P407929,Kevyn Aucoin,4.0,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P405208,Clinique,3.625,Makeup:Lip:Lip Gloss
P396250,Clarins,4.0,Bath & Body:Self Tanners
P410207,Verb,4.5476,Hair:Shampoo & Conditioner:Shampoo
P393135,Dior,4.1375,Makeup:Face:Foundation
P380698,Mugler,4.6667,Fragrance:Women:Bath & Shower
P397111,Klorane,4.0,Hair:Hair Styling & Treatments:Hair Oil
P400912,Black Up,4.7273,Makeup:Cheek:Blush
P380537,Mugler,5.0,Fragrance:Women:Lotions & Oils
P158702,Lancôme,4.4355,Skincare:Moisturizers:Moisturizers
P406221,Sephora Collection,4.0833,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P406617,Madam C.J. Walker Beauty Culture,4.5294,Hair:Hair Styling & Treatments:Hair Oil
P122735,Clinique,4.5691,Makeup:Accessories:Makeup Removers
P404793,Milk Makeup,4.1414,Skincare:Moisturizers:Face Oils
P408512,Cover Fx,2.8087,Skincare:Treatments:Face Serums
P394941,Nest,5.0,Fragrance:Women:Lotions & Oils
P417914,Sephora Collection,0.0,Makeup:Brushes & Applicators:Face Brushes
P383529,Carven,4.4634,Fragrance:Women:Perfume
P388503,Elizabeth And James,3.8409,Fragrance:Women:Perfume
P390724,Shiseido,3.0,Makeup:Face:Foundation
P411320,Huda Beauty,4.1411,Makeup:Lip:Lipstick
P394168,Surratt Beauty,3.0,Makeup:Eye:Mascara
P413448,The Art Of Shaving,0.0,Men:Shaving:Shaving
P236400,Guerlain,4.3673,Makeup:Lip:Lipstick
P419103,Nars,0.0,Makeup:Eye:Eyeshadow
P414903,Maison Margiela,4.4545,Fragrance:Women:Perfume
P386046,Nars,1.2,Makeup:Brushes & Applicators:Face Brushes
P409975,Kat Von D,4.6041,Makeup:Brushes & Applicators:Eye Brushes
P270576,Bobbi Brown,3.5636,Makeup:Brushes & Applicators:Face Brushes
P410222,Sachajuan,0.0,Hair:Shampoo & Conditioner:Conditioner
P262304,Tarte,4.2647,Makeup:Eye:Eyeliner
P400890,Black Up,4.2857,Makeup:Face:Foundation
P254209,Philosophy,4.3154,Skincare:Moisturizers:Moisturizers
P394805,Surratt Beauty,5.0,Makeup:Brushes & Applicators:Eye Brushes
P231113,Kat Von D,3.8841,Makeup:Face:Concealer
P411835,Natasha Denona,4.4912,Makeup:Eye:Eye Palettes
P232903,Kate Somerville,4.2984,Skincare:Treatments:Blemish & Acne Treatments
P393435,Giorgio Armani Beauty,4.3571,Makeup:Eye:Eyebrow
P54477,Lancôme,4.6808,Makeup:Accessories:Makeup Removers
P254222,Dior,4.2769,Makeup:Lip:Lip Plumper
P419233,Milk Makeup,4.7273,Makeup:Face:Setting Spray & Powder
P309706,Too Faced,4.1872,Makeup:Face:Highlighter
P417151,Stellar,4.1429,Makeup:Eye:Under-Eye Concealer
P399981,Clarins,4.1212,Skincare:Treatments:Face Serums
P384060,Anastasia Beverly Hills,4.6903,Makeup:Eye:Eyebrow
P400103,Lancer,5.0,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P414796,Lancôme,3.9619,Skincare:Eye Care:Eye Creams & Treatments
P393946,Ciaté London,2.975,Makeup:Eye:Eyeliner
P394252,Clinique,4.0993,Makeup:Face:BB & CC Cream
P398840,St. Tropez Tanning Essentials,4.8333,Skincare:High Tech Tools:Anti-Aging
P375841,Lancôme,3.6277,Skincare:Eye Care:Eye Creams & Treatments
P404931,Marc Jacobs Beauty,3.9836,Makeup:Face:Color Correct
P399739,Lancer,4.5,Skincare:Cleansers:Exfoliators
P379009,Lancôme,4.1176,Skincare:Moisturizers:Moisturizers
P391992,James Read,3.1111,Skincare:Self Tanners:For Face
P387603,Giorgio Armani Beauty,4.6364,Fragrance:Women:Perfume
P377675,Tocca,3.5385,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P375117,Hermès,4.75,Fragrance:Women:Perfume
P375780,Clean,3.3667,Fragrance:Women:Bath & Shower
P420027,Smashbox,3.894,Skincare:Treatments:Face Serums
P383531,Carven,4.0,Fragrance:Women:Lotions & Oils
P388061,Boscia,4.0408,Skincare:High Tech Tools:Cleansing
P413341,Hourglass,4.5,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P395104,Smashbox,4.1522,Makeup:Cheek:Blush
P1272,Benefit Cosmetics,,
P284716,Urban Decay,4.6091,Makeup:Eye:Eye Primer
P407060,Dphue,3.0,Hair:Shampoo & Conditioner:Shampoo
P383054,Dr. Brandt Skincare,4.2308,Skincare:Treatments:Face Serums
P213012,Fresh,3.7556,Bath & Body:Bath & Shower:Bath Soaks & Bubble Bath
P384819,Drybar,3.5217,Hair:Shampoo & Conditioner:Shampoo
P403812,Tarte,4.7194,Makeup:Eye:Eye Palettes
P410896,Deborah Lippmann,4.2727,Makeup:Nail:Nail Sets
P384583,Sephora Collection,3.507,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P381796,Nest,4.6286,Fragrance:Women:Rollerballs & Travel Size
P394549,Dermablend,4.0,Makeup:Face:Foundation
P394250,Laura Mercier,2.6333,Makeup:Eye:Mascara
P393722,Boscia,3.72,Skincare:High Tech Tools:Cleansing
P406578,Tarte,4.4,Makeup:Brushes & Applicators:Lip Brushes
P409989,Kat Von D,4.7725,Makeup:Brushes & Applicators:Face Brushes
P420003,Givenchy,0.0,Makeup:Lip:Lipstick
P59405,Amazing Cosmetics,4.3895,Makeup:Face:Concealer
P407401,Kate Somerville,3.8875,Skincare:Eye Care:Eye Creams & Treatments
P407896,Dior,5.0,Men:Shaving:Aftershave
P267817,Shiseido,4.2889,Makeup:Face:Face Primer
P403320,Tata Harper,3.5,Makeup:Cheek:Bronzer
P410218,Sachajuan,4.0,Hair:Shampoo & Conditioner:Shampoo
P382437,Make Up For Ever,4.2857,Makeup:Brushes & Applicators:Face Brushes
P381170,Urban Decay,3.619,Makeup:Face:Foundation
P412550,Atelier Cologne,3.5,Fragrance:Women:Bath & Shower
P393402,Giorgio Armani Beauty,3.6489,Makeup:Cheek:Highlighter
P310307,Sephora Collection,4.6807,Tools & Brushes:Accessories:Manicure & Pedicure Tools
P386439,Prada,3.9421,Fragrance:Women:Perfume
P416404,Alterna Haircare,3.0,Hair:Shampoo & Conditioner:Shampoo
P401266,Calvin Klein,0.0,Fragrance:Men:Cologne
P378014,Ren,3.8333,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P38220,Tocca,4.4985,Fragrance:Women:Perfume
P407186,Marc Jacobs Beauty,4.5172,Makeup:Face:Highlighter
P410303,Prada,4.0,Fragrance:Women:Perfume
P382389,Make Up For Ever,4.6,Makeup:Brushes & Applicators:Eye Brushes
P296440,Living Proof,4.2467,Hair:Shampoo & Conditioner:Conditioner
P415196,Sephora Collection,3.9,Makeup:Brushes & Applicators:Brush Sets
P405597,Tarte,4.7193,Makeup:Brushes & Applicators:Face Brushes
P401715,Sephora Collection,4.3257,Makeup:Lip:Lip Liner
P400821,Viktor & Rolf,3.0,Fragrance:Women:Bath & Shower
P382092,Nest,4.3953,Fragrance:Women:Perfume
P392209,Nest,4.125,Fragrance:Women:Lotions & Oils
P395413,Clean,0.0,Fragrance:Men:Cologne
P377122,Sephora Collection,4.49,Makeup:Brushes & Applicators:Brush Sets
P414992,Tarte,4.5547,Makeup:Eye:Eye Palettes
P403411,Sephora Collection,4.0,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P412027,Dior,4.0541,Skincare:Moisturizers:BB & CC Creams
P411548,Ciaté London,3.6667,Makeup:Eye:Eyeliner
P405833,Giorgio Armani Beauty,3.1429,Makeup:Face:Face Primer
P409241,Benefit Cosmetics,4.1818,Makeup:Eye:Eyebrow
P409981,Tarte,4.3167,Makeup:Cheek:Highlighter
P411850,Ilia,3.8667,Makeup:Lip:Lipstick
P400900,Black Up,0.0,Makeup:Brushes & Applicators:Face Brushes
P389330,Peter Thomas Roth,4.3662,Skincare:Cleansers:Toners
P313021,Sephora Collection,4.3158,Makeup:Brushes & Applicators:Face Brushes
P410767,Givenchy,4.7692,Makeup:Eye:Eyebrow
P412320,Black Up,4.0,Makeup:Eye:Eyebrow
P405098,Tarte,4.4348,Makeup:Brushes & Applicators:Face Brushes
P394552,Dermablend,4.2874,Makeup:Face:Setting Spray & Powder
P401164,T3,3.5,Hair:Hair Tools:Curling Irons
P407006,Sephora Collection,4.2233,Skincare:Masks:Sheet Masks
P270551,Bobbi Brown,4.1316,Makeup:Face:Foundation
P393955,Kevyn Aucoin,4.5228,Makeup:Face:Contour
P413431,Erno Laszlo,5.0,Skincare:Cleansers:Face Wash & Cleansers
P417340,Natasha Denona,0.0,Makeup:Face:Setting Spray & Powder
P400904,Black Up,0.0,Makeup:Brushes & Applicators:Eye Brushes
P381128,Guerlain,4.5,Fragrance:Women:Bath & Shower
P206900,Clinique,4.338,Makeup:Eye:Mascara
P229205,Clarisonic,4.6491,Skincare:High Tech Tools:Cleansing
P244911,Lancôme,4.4119,Makeup:Lip:Lipstick
P0847,Bvlgari,,
P122668,Clinique,4.3934,Makeup:Face:Setting Spray & Powder
P398975,Aerin,2.0,Fragrance:Women:Bath & Shower
P417198,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P380972,Clean,4.4,Fragrance:Women:Bath & Shower
P381169,Urban Decay,4.1617,Makeup:Face:Face Primer
P413510,Lancôme,3.5,Makeup:Face:Foundation
P415684,Dior,4.5,Skincare:Moisturizers:BB & CC Creams
P395776,Aerin,5.0,Fragrance:Women:Lotions & Oils
P417647,Bareminerals,3.7143,Makeup:Face:Highlighter
P413182,Tarte,3.5,Makeup:Eye:False Eyelashes
P382382,Make Up For Ever,4.6486,Tools & Brushes:Makeup Brushes & Applicators:Lip Brushes
P404736,Bumble And Bumble,4.2561,Hair:Shampoo & Conditioner:Leave-In Conditioner
P416353,Kevyn Aucoin,3.875,Makeup:Cheek:Highlighter
P405269,Aerin,4.2917,Fragrance:Women:Perfume
P411552,Clinique,3.9184,Makeup:Face:Foundation
P408729,Nest,4.0,Fragrance:Women:Bath & Shower
P378133,Tom Ford,3.3355,Fragrance:Women:Perfume
P409070,Cover Fx,4.4912,Skincare:Sun Care:Face Sunscreen
P406625,Bobbi Brown,3.3462,Makeup:Eye:Eyebrow
P403318,Shiseido,4.0833,Skincare:Eye Care:Eye Creams & Treatments
P399118,Bumble And Bumble,3.5968,Hair:Shampoo & Conditioner:Shampoo
P394000,Dior,4.1714,Makeup:Face:Foundation
P415230,Natasha Denona,3.4,Makeup:Eye:Eyeliner
P408606,Sephora Collection,4.0326,Makeup:Face:Foundation
P412335,Milk Makeup,4.0,Makeup:Face:Face Sets
P388770,Aerin,4.3143,Fragrance:Women:Perfume
P396238,Dior,3.122,Makeup:Eye:Eyeliner
P406401,Nails Inc.,4.4444,Makeup:Nail:Nail Polish
P280572,Bumble And Bumble,3.9485,Hair:Shampoo & Conditioner:Conditioner
P391633,Skin Inc.,3.3571,Skincare:Eye Care:Eye Creams & Treatments
P410168,Beautyblender,2.8767,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P410172,Beautyblender,3.4167,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P410555,Urban Decay,4.6,Makeup:Brushes & Applicators:Face Brushes
P411852,Ilia,4.0,Makeup:Lip:Lip Balm & Treatment
P397344,Benefit Cosmetics,3.9825,Makeup:Value & Gift Sets
P379097,Becca,3.8083,Makeup:Face:Foundation
P405061,Dior,4.1778,Makeup:Face:Face Primer
P418590,Urban Decay,0.0,Makeup:Eye:Eye Primer
P395905,Dior,4.15,Fragrance:Women:Body Mist & Hair Mist
P380835,Kat Von D,4.1579,Makeup:Face:Foundation
P394807,Surratt Beauty,0.0,Makeup:Brushes & Applicators:Eye Brushes
P129705,Givenchy,4.2319,Makeup:Eye:Eyeliner
P376529,Cover Fx,4.6575,Makeup:Brushes & Applicators:Face Brushes
P393961,Kevyn Aucoin,4.725,Makeup:Brushes & Applicators:Face Brushes
P380829,Tarte,4.1297,Makeup:Face:Foundation
P264900,Benefit Cosmetics,4.0803,Makeup:Face:Face Primer
P400891,Black Up,4.2857,Makeup:Face:Setting Spray & Powder
P413513,Nails Inc.,0.0,Makeup:Nail:Nail Sets
P392827,Guerlain,4.6667,Fragrance:Women:Perfume
P196542,Clinique,4.123,Skincare:Sun Care:Face Sunscreen
P302918,Tarte,4.0667,Makeup:Face:Foundation
P392911,Sephora Collection,4.0232,Makeup:Face:Foundation
P384540,First Aid Beauty,3.9627,Skincare:Treatments:Blemish & Acne Treatments
P401154,Christian Louboutin,3.4444,Makeup:Lip:Lip Liner
P398009,Sephora Collection,3.8273,Makeup:Face:Concealer
P245205,Kat Von D,4.2572,Makeup:Eye:Eyeliner
P405523,Sephora Collection,4.4833,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P413458,Kat Von D,4.3957,Makeup:Makeup Palettes
P393963,Kevyn Aucoin,5.0,Makeup:Brushes & Applicators:Eye Brushes
P385437,Bareminerals,3.7124,Makeup:Brushes & Applicators:Face Brushes
P393281,Amika,4.2,Hair:Shampoo & Conditioner:Dry Shampoo
P397849,Sally Hershberger 24K,3.5,Hair:Shampoo & Conditioner:Shampoo
P2866,Nars,,
P136300,Guerlain,4.4452,Makeup:Cheek:Bronzer
P385752,Tarte,4.5444,Makeup:Eye:Eyebrow
P378216,Shiseido,4.3202,Makeup:Face:Tinted Moisturizer
P392009,Too Faced,4.4145,Makeup:Eye:Eye Palettes
P234922,Fresh,4.3182,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P417320,Benefit Cosmetics,4.1667,Makeup:Cheek:Highlighter
P268212,Laura Mercier,4.3907,Makeup:Lip:Lip Liner
P200313,Acqua Di Parma,4.1053,Fragrance:Men:Cologne
P374207,Ghd,4.4535,Tools & Brushes:Hair Tools:Hair Straighteners & Flat Irons
P122690,Clinique,4.1595,Makeup:Lip:Lipstick
P419280,Pretty Vulgar,0.0,Makeup:Brushes & Applicators:Eye Brushes
P241303,Too Faced,4.6555,Makeup:Eye:Eye Palettes
P418804,Kat Von D,4.7167,Makeup:Lip:Lip Liner
P402716,Erno Laszlo,4.6154,Skincare:Cleansers:Face Wash & Cleansers
P408315,Benefit Cosmetics,4.75,Makeup:Brushes & Applicators:Eye Brushes
P376523,Atelier Cologne,4.1111,Fragrance:Women:Perfume
P385596,Sephora Collection,4.16,Hair:Hair Tools:Hair Brushes & Combs
P378286,Estée Lauder,4.3603,Makeup:Face:Foundation
P409639,Sweat Cosmetics,3.7143,Makeup:Face:Setting Spray & Powder
P397887,Ren,0.0,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P407182,Madam C.J. Walker Beauty Culture,4.5903,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
P413429,Erno Laszlo,0.0,Skincare:Cleansers:Face Wash & Cleansers
P377629,Too Faced,4.5272,Makeup:Cheek:Blush
P380584,Tocca,4.4375,Fragrance:Women:Bath & Shower
P395103,Sephora Collection,4.6211,Makeup:Face:Contour
P378034,Sephora Collection,3.8801,Makeup:Face:Highlighter
P415215,Deborah Lippmann,0.0,Makeup:Nail:Nail Sets
P380957,Tocca,3.625,Fragrance:Women:Bath & Shower
P280717,Fresh,4.5,Fragrance:Women:Perfume
P398629,Bareminerals,3.5395,Makeup:Face:Face Primer
P416546,Nails Inc.,3.8889,Makeup:Nail:Nail Polish
P395766,Aerin,5.0,Fragrance:Women:Perfume
P396723,Ciaté London,4.75,Makeup:Face:Highlighter
P399130,Aerin,5.0,Fragrance:Women:Lotions & Oils
P290902,Too Faced,3.842,Makeup:Eye:Eyeliner
P414679,Nails Inc.,3.7333,Makeup:Nail:Nail Polish
P409537,Clinique,3.9565,Makeup:Eye:Mascara
P412571,Sephora Collection,4.3529,Makeup:Face:Highlighter
P398844,Boscia,3.9357,Skincare:Moisturizers:Moisturizers
P389592,Carven,0.0,Fragrance:Women:Bath & Shower
P410811,Maison Margiela,4.65,Fragrance:Women:Lotions & Oils
P259801,Fresh,4.434,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P116609,Peter Thomas Roth,4.5695,Skincare:Moisturizers:Moisturizers
P381306,Urban Decay,4.0369,Makeup:Eye:Eye Primer
P406009,The Estée Edit,4.1765,Makeup:Eye:Eyeliner
P418015,Pretty Vulgar,0.0,Makeup:Lip:Lipstick
P400706,Clinique,4.6667,Makeup:Eye:Eyebrow
P386378,Peter Thomas Roth,4.1324,Skincare:Cleansers:Face Wash & Cleansers
P404789,Milk Makeup,4.1892,Skincare:Moisturizers:Moisturizers
P409240,Benefit Cosmetics,4.4688,Makeup:Eye:Eyebrow
P390310,Bésame Cosmetics,4.0271,Makeup:Face:Setting Spray & Powder
P276322,Sephora Collection,4.1262,Skincare:Cleansers:Face Wipes
P409815,Black Up,4.0,Makeup:Face:Face Primer
P415777,Drunk Elephant,4.5562,Skincare:Masks:Face Masks
P415780,Bobbi Brown,4.8333,Makeup:Cheek:Cheek Palettes
P416418,Tarte,4.4894,Makeup:Lip:Lipstick
P413957,Tarte,4.4286,Makeup:Eye:Eyeliner
P404465,Glo Science,3.3962,Skincare:High Tech Tools:Teeth Whitening
P380690,Lancôme,4.2329,Makeup:Face:BB & CC Cream
P416216,Bite Beauty,4.1964,Makeup:Lip:Lip Sets
P408465,Viktor & Rolf,5.0,Fragrance:Women:Body Mist & Hair Mist
P390664,Sephora Collection,4.4953,Skincare:Cleansers:Face Wash & Cleansers
P417208,Jo Malone London,0.0,Fragrance:Women:Bath & Shower
P406816,Smashbox,3.4947,Makeup:Eye:Mascara
P1273,Benefit Cosmetics,,
P395331,Sephora Collection,4.3456,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P403815,Tarte,2.8092,Makeup:Lip:Lip Liner
P379434,Marc Jacobs Beauty,4.3123,Makeup:Eye:Eyeliner
P394817,Surratt Beauty,3.7143,Makeup:Eye:Mascara
P375369,Laura Mercier,4.5081,Makeup:Lip:Lipstick
P418593,Urban Decay,4.8889,Makeup:Accessories:Makeup Removers
P407333,Algenist,3.3103,Skincare:Masks:Face Masks
P412347,Viseart,5.0,Makeup:Cheek:Cheek Palettes
P253209,Dior,4.5714,Fragrance:Women:Perfume
P410512,Make Up For Ever,4.0925,Makeup:Face:Foundation
P405299,Alterna Haircare,3.6667,Hair:Shampoo & Conditioner:Conditioner
P400783,Marc Jacobs Fragrances,4.2751,Fragrance:Women:Perfume
P406618,Madam C.J. Walker Beauty Culture,3.6538,Hair:Hair Styling & Treatments:Hair Styling Products
P387548,Philosophy,3.9924,Fragrance:Women:Perfume
P313020,Sephora Collection,4.8042,Makeup:Brushes & Applicators:Face Brushes
P410487,Igk,2.6,Hair:Shampoo & Conditioner:Conditioner
P388532,Dior,5.0,Men:Shaving:Aftershave
P411853,Ilia,3.8182,Makeup:Lip:Lipstick
P380709,Marc Jacobs Beauty,3.7982,Makeup:Face:Foundation
P411824,Natasha Denona,3.0,Makeup:Face:Face Primer
P153000,Smashbox,4.106,Makeup:Eye:Eyeliner
P276329,Sephora Collection,4.357,Skincare:Moisturizers:Moisturizers
P180727,Yves Saint Laurent,4.8599,Fragrance:Men:Cologne
P409004,Sephora Collection,4.75,Tools & Brushes:Accessories:Makeup & Travel Cases
P54400,Lancôme,4.4791,Makeup:Face:Concealer
P242138,Ouidad,4.3662,Hair:Shampoo & Conditioner:Conditioner
P109935,Laura Mercier,4.2693,Makeup:Face:Concealer
P406539,The Estée Edit,4.2308,Skincare:Cleansers:Exfoliators
P306870,Versace,5.0,Bath & Body:Body Care:Deodorant & Antiperspirant
P409925,Viktor & Rolf,0.0,Men:Shaving:Shaving
P378051,Tria,3.7692,Bath & Body:High Tech Tools:Hair Removal & Shaving
P193244,Hourglass,4.4786,Makeup:Brushes & Applicators:Face Brushes
P417907,Tarte,3.5,Makeup:Face:Highlighter
P387853,Sephora Collection,4.931,Tools & Brushes:Accessories:Manicure & Pedicure Tools
P393403,Giorgio Armani Beauty,4.3094,Makeup:Face:Foundation
P375389,Guerlain,4.2,Fragrance:Women:Lotions & Oils
P292006,Nails Inc.,4.3358,Makeup:Nail:Nail Polish
P151915,Laura Mercier,4.3333,Makeup:Face:Face Primer
P282915,Supergoop!,3.989,Skincare:Sun Care:Face Sunscreen
P414402,Tarte,4.5098,Makeup:Lip:Lipstick
P382745,Tom Ford,4.8788,Fragrance:Women:Lotions & Oils
P395205,Anastasia Beverly Hills,3.4726,Makeup:Eye:Eyeshadow
P405013,Origins,4.75,Skincare:Moisturizers:Night Creams
P380624,Hermès,5.0,Fragrance:Men:Bath & Shower
P404832,Anastasia Beverly Hills,4.5303,Makeup:Eye:Eyeshadow
P389122,Sephora Collection,3.5759,Makeup:Brushes & Applicators:Brush Cleaners
P378841,Bumble And Bumble,3.7419,Hair:Shampoo & Conditioner:Conditioner
P417227,Jo Malone London,0.0,Fragrance:Candles & Home Scents
P401505,Make Up For Ever,3.6964,Makeup:Eye:False Eyelashes
P284106,Sephora Collection,4.365,Makeup:Cheek:Bronzer
P407919,Kevyn Aucoin,4.4545,Makeup:Cheek:Blush
P403806,Marc Jacobs Beauty,4.3453,Makeup:Eye:Mascara
P393107,Sephora Collection,4.8095,Tools & Brushes:Accessories:Makeup & Travel Cases
P411540,Dr. Jart+,4.3532,Skincare:Treatments:Face Serums
P385762,Tarte,3.2621,Makeup:Face:Contour
P406574,Anastasia Beverly Hills,4.2092,Makeup:Brushes & Applicators:Face Brushes
P386818,Dior,4.8148,Makeup:Brushes & Applicators:Face Brushes
P376286,Cover Fx,4.0838,Makeup:Face:Setting Spray & Powder
P377873,Nars,4.3083,Makeup:Face:Concealer
P396908,Kate Spade New York,0.0,Fragrance:Women:Lotions & Oils
P400061,Dior,4.75,Fragrance:Men:Body Sprays & Deodorant
P397923,Kat Von D,4.6493,Makeup:Eye:Eyeshadow
P386784,Anastasia Beverly Hills,4.0333,Makeup:Brushes & Applicators:Eye Brushes
P110012,Laura Mercier,4.0476,Makeup:Brushes & Applicators:Sponges & Applicators
P395524,Clinique,4.0985,Makeup:Lip:Lipstick
P403413,Sephora Collection,4.2558,Skincare:High Tech Tools:Anti-Aging
P379535,Sephora Collection,3.4455,Makeup:Brushes & Applicators:Face Brushes
P397214,Klorane,3.625,Hair:Shampoo & Conditioner:Shampoo
P270541,Bobbi Brown,4.3495,Makeup:Lip:Lipstick
P384917,Marc Jacobs Beauty,3.6596,Makeup:Face:Setting Spray & Powder
P411049,Sephora Collection,0.0,Gifts
P408121,Say Hello To Sexy Legs,3.75,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P406282,Anastasia Beverly Hills,3.9689,Makeup:Face:Concealer
P197107,Sephora Collection,4.548,Makeup:Brushes & Applicators:Brush Sets
P409937,Nars,3.9677,Makeup:Eye:Eyeshadow
P410252,Bareminerals,4.1765,Makeup:Lip:Lip Liner
P386051,Nars,4.0,Makeup:Brushes & Applicators:Eye Brushes
P398023,Sephora Collection,3.4615,Makeup:Eye:Eyeliner
P178408,Fresh,4.5413,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P375130,Hermès,4.2857,Fragrance:Women:Perfume
P386915,Benefit Cosmetics,2.7075,Makeup:Eye:Eyeliner
P386047,Nars,3.875,Makeup:Brushes & Applicators:Face Brushes
P411531,Clinique,3.7647,Makeup:Lip:Lipstick
P396824,Velour Silk Lashes,4.0625,Makeup:Eye:False Eyelashes
P244006,Lancôme,3.8575,Makeup:Eye:Mascara
P375123,Hermès,4.7778,Fragrance:Women:Perfume
P380567,Acqua Di Parma,5.0,Fragrance:Men:Bath & Shower
P412053,Ellis Brooklyn,4.6667,Fragrance:Women:Lotions & Oils
P400908,Black Up,0.0,Makeup:Brushes & Applicators:Face Brushes
P405533,Sephora Collection,3.1304,Fragrance:Women:Perfume
P377755,Givenchy,4.5503,Makeup:Lip:Lipstick
P398532,Ouidad,4.4,Hair:Shampoo & Conditioner:Shampoo
P264428,Lancôme,4.4638,Skincare:Sun Care:Face Sunscreen
P384818,Drybar,3.7875,Hair:Hair Styling & Treatments:Hair Styling Products
P387263,Nars,4.4343,Makeup:Eye:Eyeshadow
P74312,Urban Decay,4.645,Makeup:Eye:Eyeliner
P407899,Viktor & Rolf,4.7363,Fragrance:Women:Lotions & Oils
P412020,Bvlgari,2.5,Fragrance:Women:Lotions & Oils
P409637,Sweat Cosmetics,5.0,Makeup:Face:Foundation
P383053,Dr. Brandt Skincare,4.2165,Skincare:Eye Care:Eye Creams & Treatments
P416701,Viktor & Rolf,0.0,Fragrance:Women:Bath & Shower
P411828,Natasha Denona,4.1818,Makeup:Face:Face Primer
P377446,Giorgio Armani Beauty,4.6827,Fragrance:Women:Rollerballs & Travel Size
P407908,Too Faced,2.8425,Makeup:Eye:Mascara
P409010,Sephora Collection,3.0,Tools & Brushes:Accessories:Makeup & Travel Cases
